,loan_identifier,seller_name,original_interest_rate,original_upb,origination_date,first_payment_date,number_of_borrowers,original_dir,borrower_credit_score_at_origination,first_time_home_buyer_indicator,loan_purpose,property_type,number_of_units,occupancy_type,property_state,primary_mortgage_insurance_percent,product_type,current_interest_rate,remaining_months_to_legal_maturity,adj_remaining_months_to_maturity,maturity_date,current_loan_delinquency_status,delinquency
20167,160656000000,PENNYMAC CORP.,5,442000,2018-12-01,2019-02-01,2,43,775,Y,P,SF,1,P,TX,30,FRM,5.38,349,349,2049-01-01,0,f
20173,160668000000,OTHER,5,407000,2019-01-01,2019-03-01,1,41,778,N,R,PU,1,P,CA,25,FRM,4.88,236,0,2039-02-01,X,t
20174,160669000000,OTHER,5,165000,2019-01-01,2019-03-01,1,45,796,Y,P,PU,1,P,GA,25,FRM,4.75,350,350,2049-02-01,0,f
20177,160677000000,OTHER,5,270000,2019-01-01,2019-03-01,1,24,745,N,P,PU,1,P,GA,30,FRM,4.88,350,339,2049-02-01,0,f
20178,160679000000,"WELLS FARGO BANK, N.A.",5,250000,2019-01-01,2019-03-01,2,20,778,N,P,SF,1,P,PA,25,FRM,4.63,350,349,2049-02-01,0,f
20181,160681000000,"WELLS FARGO BANK, N.A.",5,245000,2018-10-01,2018-12-01,1,42,692,N,P,SF,1,P,PA,25,FRM,4.63,347,347,2048-11-01,0,f
20182,160682000000,"WELLS FARGO BANK, N.A.",5,168000,2019-01-01,2019-03-01,1,40,751,Y,P,SF,1,P,ND,25,FRM,4.5,350,344,2049-02-01,0,f
20187,160708000000,PENNYMAC CORP.,5,401000,2019-02-01,2019-04-01,1,37,699,Y,P,PU,1,P,FL,30,FRM,5.38,351,351,2049-03-01,0,f
20188,160712000000,"WELLS FARGO BANK, N.A.",5,200000,2019-01-01,2019-03-01,1,23,729,N,P,PU,1,P,AL,25,FRM,4.63,350,349,2049-02-01,0,f
20191,160727000000,"FLAGSTAR BANK, FSB",6,418000,2019-02-01,2019-04-01,1,26,717,Y,P,CO,1,P,MN,30,FRM,5.75,351,351,2049-03-01,0,f
20193,160728000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,522000,2019-02-01,2019-04-01,1,45,727,N,P,SF,1,S,CA,25,FRM,4.63,351,356,2049-03-01,5,t
20194,160730000000,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6,217000,2019-01-01,2019-03-01,1,38,771,Y,P,SF,1,P,NY,18,FRM,5.75,350,350,2049-02-01,0,f
20196,160731000000,"LAKEVIEW LOAN SERVICING, LLC",6,352000,2018-12-01,2019-02-01,2,41,671,Y,P,SF,1,P,CA,12,FRM,5.63,349,349,2049-01-01,0,f
20199,160743000000,"WELLS FARGO BANK, N.A.",5,141000,2019-01-01,2019-03-01,1,38,736,Y,P,PU,1,P,NC,25,FRM,5.25,350,348,2049-02-01,0,f
20203,160770000000,QUICKEN LOANS INC.,5,165000,2019-02-01,2019-04-01,2,35,766,N,R,SF,1,P,VA,12,FRM,4.75,351,351,2049-03-01,0,f
20207,160780000000,"LAKEVIEW LOAN SERVICING, LLC",5,101000,2018-12-01,2019-02-01,1,46,681,Y,P,SF,1,P,OH,25,FRM,5.38,349,347,2049-01-01,0,f
20208,160790000000,PENNYMAC CORP.,6,325000,2019-01-01,2019-03-01,2,36,715,Y,P,PU,1,P,FL,35,FRM,5.5,350,350,2049-02-01,0,f
20213,160814000000,"LAKEVIEW LOAN SERVICING, LLC",6,284000,2018-11-01,2019-01-01,2,38,761,Y,P,SF,1,P,CA,18,FRM,6.13,348,344,2048-12-01,0,f
20217,160838000000,OTHER,5,366000,2019-02-01,2019-04-01,2,47,787,Y,P,SF,1,P,CA,30,FRM,4.63,351,346,2049-03-01,0,f
20218,160844000000,OTHER,5,152000,2018-12-01,2019-02-01,1,44,811,N,P,SF,1,P,PA,30,FRM,4.88,349,348,2049-01-01,0,f
20223,160853000000,OTHER,5,223000,2018-12-01,2019-02-01,2,23,750,Y,P,SF,1,P,VA,25,FRM,4.99,349,0,2049-01-01,X,t
20225,160855000000,OTHER,5,441000,2019-01-01,2019-03-01,1,47,749,N,P,SF,1,S,VA,25,FRM,5.25,350,346,2049-02-01,0,f
20226,160856000000,PENNYMAC CORP.,5,236000,2019-03-01,2019-05-01,2,31,767,Y,P,PU,1,P,GA,30,FRM,4.5,352,352,2049-04-01,0,f
20229,160871000000,QUICKEN LOANS INC.,5,246000,2019-01-01,2019-03-01,1,40,784,Y,P,CO,1,P,DC,25,FRM,4.75,350,350,2049-02-01,0,f
20231,160888000000,"EAGLE HOME MORTGAGE, LLC",4,464000,2019-02-01,2019-04-01,1,37,709,Y,P,PU,1,P,AZ,30,FRM,4.25,351,350,2049-03-01,0,f
20236,160898000000,PENNYMAC CORP.,5,264000,2019-01-01,2019-03-01,2,49,701,N,P,PU,1,P,FL,30,FRM,5.13,350,350,2049-02-01,0,f
20240,160913000000,QUICKEN LOANS INC.,5,121000,2019-01-01,2019-03-01,1,44,684,Y,P,CO,1,P,CO,25,FRM,5.38,350,349,2049-02-01,0,f
20241,160915000000,OTHER,6,50000,2019-02-01,2019-04-01,1,39,788,Y,P,SF,1,P,KS,35,FRM,5.65,351,349,2049-03-01,0,f
20242,160915000000,OTHER,5,437000,2018-11-01,2019-01-01,2,32,768,Y,P,SF,1,P,CO,35,FRM,5.13,348,348,2048-12-01,0,f
20245,160925000000,"WELLS FARGO BANK, N.A.",6,257000,2018-12-01,2019-02-01,1,47,696,N,P,PU,1,P,KS,30,FRM,5.5,349,349,2049-01-01,0,f
20248,160933000000,PENNYMAC CORP.,5,263000,2019-02-01,2019-04-01,2,35,754,Y,P,SF,1,P,FL,25,FRM,5.25,351,350,2049-03-01,0,f
20251,160952000000,"WELLS FARGO BANK, N.A.",5,264000,2019-02-01,2019-04-01,1,35,734,Y,P,PU,1,P,VA,25,FRM,4.88,351,350,2049-03-01,0,f
20253,160960000000,OTHER,5,136000,2019-01-01,2019-03-01,2,45,763,Y,P,SF,1,P,WA,35,FRM,5.13,350,342,2049-02-01,0,f
20254,160967000000,OTHER,5,221000,2019-02-01,2019-04-01,2,36,706,N,R,SF,1,P,TX,25,FRM,5,351,351,2049-03-01,0,f
20260,160991000000,OTHER,5,243000,2018-12-01,2019-02-01,1,47,716,N,P,SF,1,P,MA,25,FRM,5.3,349,349,2049-01-01,0,f
20261,160993000000,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,5,342000,2019-02-01,2019-04-01,2,46,695,N,P,SF,1,P,MD,25,FRM,4.75,351,350,2049-03-01,0,f
20264,160995000000,"WELLS FARGO BANK, N.A.",5,276000,2018-10-01,2018-12-01,2,44,769,Y,P,SF,1,P,PA,25,FRM,4.63,347,324,2048-11-01,0,f
20266,161000000000,OTHER,5,299000,2019-01-01,2019-03-01,2,16,745,N,P,PU,1,P,TX,25,FRM,4.5,350,350,2049-02-01,0,f
20268,161001000000,QUICKEN LOANS INC.,4,440000,2019-02-01,2019-04-01,1,45,725,N,P,PU,1,P,VA,30,FRM,4.38,351,348,2049-03-01,0,f
20271,161015000000,OTHER,5,179000,2018-12-01,2019-02-01,1,47,765,Y,P,CO,1,P,MA,25,FRM,5.25,349,349,2049-01-01,0,f
20272,161018000000,OTHER,6,175000,2019-01-01,2019-03-01,1,36,773,Y,P,SF,1,P,CO,18,FRM,5.5,350,349,2049-02-01,0,f
20273,161020000000,OTHER,6,151000,2019-01-01,2019-03-01,1,42,642,Y,P,SF,1,P,TX,30,FRM,5.75,350,335,2049-02-01,0,f
20275,161023000000,OTHER,5,294000,2018-12-01,2019-02-01,1,38,770,Y,P,CO,1,P,CO,25,FRM,5.13,349,348,2049-01-01,0,f
20276,161032000000,PENNYMAC CORP.,5,166000,2018-12-01,2019-02-01,1,31,726,Y,P,SF,1,P,IL,30,FRM,4.88,349,349,2049-01-01,0,f
20279,161035000000,PENNYMAC CORP.,5,484000,2019-02-01,2019-04-01,2,49,796,Y,P,PU,1,P,FL,30,FRM,5,351,351,2049-03-01,0,f
20283,161047000000,U.S. BANK N.A.,6,184000,2018-11-01,2019-01-01,1,34,685,Y,P,PU,1,P,IL,16,FRM,5.88,348,347,2048-12-01,0,f
20286,161062000000,"FLAGSTAR BANK, FSB",5,380000,2019-02-01,2019-04-01,2,46,792,N,P,SF,1,P,CA,12,FRM,4.75,351,350,2049-03-01,0,f
20287,161065000000,QUICKEN LOANS INC.,5,62000,2018-12-01,2019-02-01,1,28,701,Y,P,SF,1,P,PA,25,FRM,5.13,349,344,2049-01-01,0,f
20289,161074000000,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,5,315000,2019-03-01,2019-05-01,2,49,733,Y,P,PU,1,P,GA,30,FRM,4.75,352,351,2049-04-01,0,f
20290,161074000000,OTHER,6,344000,2019-01-01,2019-03-01,1,50,712,N,P,CO,1,P,DC,25,FRM,5.63,350,350,2049-02-01,0,f
20294,161087000000,"MOVEMENT MORTGAGE, LLC",5,333000,2018-12-01,2019-02-01,2,35,805,N,P,PU,1,P,FL,30,FRM,5,349,267,2049-01-01,0,f
20295,161089000000,"FLAGSTAR BANK, FSB",5,145000,2018-11-01,2019-01-01,2,45,651,N,R,SF,1,P,TX,30,FRM,5.45,348,347,2048-12-01,0,f
20296,161095000000,U.S. BANK N.A.,5,162000,2018-11-01,2019-01-01,1,47,734,N,P,SF,1,P,VT,12,FRM,4.5,348,347,2048-12-01,0,f
20297,161099000000,QUICKEN LOANS INC.,5,266000,2018-12-01,2019-02-01,1,26,707,Y,P,PU,1,P,GA,30,FRM,4.88,355,0,2049-01-01,X,t
20301,161114000000,TRUIST BANK (FORMERLY SUNTRUST BANK),5,95000,2018-12-01,2019-02-01,1,41,788,Y,P,SF,1,P,FL,25,FRM,4.75,349,347,2049-01-01,0,f
20303,161120000000,QUICKEN LOANS INC.,5,167000,2019-02-01,2019-04-01,1,20,770,Y,P,SF,1,P,MI,35,FRM,4.5,351,351,2049-03-01,0,f
20304,161123000000,U.S. BANK N.A.,6,150000,2018-09-01,2018-11-01,1,43,724,Y,P,SF,1,P,AZ,18,FRM,6.25,346,0,2048-10-01,X,t
20305,161123000000,"WELLS FARGO BANK, N.A.",5,404000,2018-11-01,2019-01-01,1,35,697,N,R,SF,1,P,CA,12,FRM,5.25,348,348,2048-12-01,0,f
20306,161126000000,U.S. BANK N.A.,5,179000,2018-10-01,2018-12-01,1,44,755,Y,P,PU,1,P,FL,18,FRM,5.25,347,345,2048-11-01,0,f
20308,161144000000,"LAKEVIEW LOAN SERVICING, LLC",5,364000,2019-01-01,2019-03-01,1,43,715,Y,P,SF,1,P,CA,18,FRM,4.63,350,350,2049-02-01,0,f
20309,161145000000,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,5,632000,2018-12-01,2019-02-01,3,37,761,Y,P,PU,1,P,CA,25,FRM,4.63,349,349,2049-01-01,0,f
20312,161160000000,PENNYMAC CORP.,5,190000,2019-03-01,2019-05-01,1,39,797,N,P,SF,1,P,FL,30,FRM,5,354,0,2049-04-01,X,t
20314,161167000000,PENNYMAC CORP.,5,453000,2018-12-01,2019-02-01,2,45,741,N,P,SF,1,P,OR,30,FRM,4.99,351,0,2049-01-01,X,t
20315,161177000000,"LAKEVIEW LOAN SERVICING, LLC",5,342000,2018-11-01,2019-01-01,2,42,640,Y,P,SF,1,P,CA,12,FRM,5,348,346,2048-12-01,0,f
20317,161180000000,"WELLS FARGO BANK, N.A.",6,191000,2018-12-01,2019-02-01,1,43,713,N,P,SF,1,P,TX,25,FRM,5.5,349,349,2049-01-01,0,f
20324,161203000000,OTHER,5,126000,2019-01-01,2019-03-01,1,37,784,N,P,CO,1,P,MO,25,FRM,5.13,350,349,2049-02-01,0,f
20325,161209000000,PENNYMAC CORP.,5,365000,2019-01-01,2019-03-01,2,17,752,Y,P,SF,1,P,NC,30,FRM,4.63,353,0,2049-02-01,X,t
20326,161209000000,"WELLS FARGO BANK, N.A.",5,144000,2019-01-01,2019-03-01,1,40,644,N,P,CO,1,P,NV,25,FRM,4.88,350,350,2049-02-01,0,f
20327,161210000000,OTHER,5,411000,2019-02-01,2019-04-01,1,27,789,N,P,SF,1,P,AZ,30,FRM,4.63,351,351,2049-03-01,0,f
20330,161218000000,U.S. BANK N.A.,5,165000,2019-02-01,2019-04-01,2,47,780,N,P,SF,1,P,MO,30,FRM,4.5,351,341,2049-03-01,0,f
20336,161234000000,PENNYMAC CORP.,5,359000,2019-02-01,2019-04-01,1,45,698,Y,P,CO,1,P,FL,25,FRM,4.75,351,347,2049-03-01,0,f
20337,161234000000,OTHER,5,178000,2019-02-01,2019-04-01,2,37,714,Y,P,SF,1,P,IL,25,FRM,4.75,351,351,2049-03-01,0,f
20338,161244000000,PENNYMAC CORP.,5,132000,2018-12-01,2019-02-01,1,49,686,Y,P,SF,1,P,LA,12,FRM,5.13,349,349,2049-01-01,0,f
20339,161244000000,OTHER,5,216000,2019-02-01,2019-04-01,2,40,798,N,P,SF,1,S,FL,25,FRM,4.8,351,346,2049-03-01,0,f
20342,161253000000,OTHER,5,275000,2019-01-01,2019-03-01,2,36,785,N,P,SF,1,P,OR,25,FRM,4.63,350,350,2049-02-01,0,f
20344,161255000000,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5,185000,2018-11-01,2019-01-01,2,49,654,Y,P,SF,1,P,AZ,16,FRM,4.75,348,348,2048-12-01,0,f
20353,161276000000,OTHER,6,134000,2018-12-01,2019-02-01,2,32,742,Y,P,SF,1,P,NC,25,FRM,5.75,349,347,2049-01-01,0,f
20354,161282000000,U.S. BANK N.A.,6,103000,2018-12-01,2019-02-01,1,43,729,Y,P,CO,1,P,OH,18,FRM,5.63,349,342,2049-01-01,0,f
20370,161322000000,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5,146000,2018-10-01,2018-12-01,1,44,774,Y,P,CO,1,P,OH,35,FRM,4.75,347,347,2048-11-01,0,f
20372,161326000000,"WELLS FARGO BANK, N.A.",6,84000,2019-02-01,2019-04-01,1,34,629,N,R,SF,1,P,FL,12,FRM,6.13,351,351,2049-03-01,0,f
20373,161328000000,U.S. BANK N.A.,6,157000,2018-12-01,2019-02-01,2,38,761,Y,P,SF,1,P,FL,18,FRM,6.13,349,349,2049-01-01,0,f
20376,161350000000,OTHER,5,173000,2019-02-01,2019-04-01,1,47,776,N,P,SF,1,S,GA,12,FRM,4.63,351,351,2049-03-01,0,f
20378,161350000000,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,5,529000,2019-03-01,2019-05-01,2,45,688,Y,P,PU,1,P,WA,30,FRM,5.25,352,352,2049-04-01,0,f
20380,161355000000,OTHER,5,432000,2019-01-01,2019-03-01,2,36,808,Y,P,PU,1,P,WA,25,FRM,4.75,350,343,2049-02-01,0,f
20385,161363000000,PENNYMAC CORP.,5,419000,2018-12-01,2019-02-01,1,38,690,Y,P,SF,1,P,NC,30,FRM,4.88,349,346,2049-01-01,0,f
20391,161380000000,PENNYMAC CORP.,5,386000,2019-02-01,2019-04-01,2,36,702,Y,P,PU,1,P,FL,30,FRM,4.99,351,350,2049-03-01,0,f
20393,161385000000,OTHER,5,377000,2019-02-01,2019-04-01,1,41,743,Y,P,CO,1,P,WA,35,FRM,5.38,351,350,2049-03-01,0,f
20395,161389000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,146000,2019-03-01,2019-05-01,1,42,781,Y,P,SF,1,P,WI,35,FRM,4.5,352,351,2049-04-01,0,f
20398,161423000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,380000,2018-12-01,2019-02-01,1,46,748,Y,P,PU,1,P,FL,30,FRM,5.13,349,347,2049-01-01,0,f
20400,161426000000,OTHER,4,165000,2019-01-01,2019-03-01,1,48,758,Y,P,SF,1,P,CT,18,FRM,4.25,350,350,2049-02-01,0,f
20405,161448000000,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,5,523000,2019-02-01,2019-04-01,2,44,757,Y,P,SF,1,P,WA,30,FRM,4.88,351,350,2049-03-01,0,f
20406,161451000000,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,5,249000,2018-12-01,2019-02-01,1,31,785,Y,P,SF,1,P,CO,30,FRM,5.13,350,0,2049-01-01,X,t
20409,161457000000,DITECH FINANCIAL LLC,5,484000,2019-01-01,2019-03-01,1,41,734,Y,P,PU,1,P,RI,12,FRM,4.88,350,348,2049-02-01,0,f
20411,161461000000,FREEDOM MORTGAGE CORP.,4,300000,2019-01-01,2019-03-01,1,34,804,N,P,SF,1,P,TX,30,FRM,4.38,350,349,2049-02-01,0,f
20412,161468000000,"AMERIHOME MORTGAGE COMPANY, LLC",5,267000,2019-02-01,2019-04-01,1,21,801,Y,P,PU,1,P,FL,35,FRM,4.88,351,350,2049-03-01,0,f
20413,161470000000,PENNYMAC CORP.,5,459000,2019-02-01,2019-04-01,1,45,700,Y,P,PU,1,P,NV,30,FRM,4.99,351,350,2049-03-01,0,f
20414,161472000000,QUICKEN LOANS INC.,5,126000,2018-11-01,2019-01-01,2,31,763,N,P,SF,1,P,MT,25,FRM,5.25,348,348,2048-12-01,0,f
20419,161481000000,U.S. BANK N.A.,7,143000,2018-11-01,2019-01-01,1,44,731,Y,P,CO,1,P,NV,18,FRM,6.5,348,348,2048-12-01,0,f
20420,161488000000,"WELLS FARGO BANK, N.A.",5,217000,2019-01-01,2019-03-01,1,43,797,Y,P,CO,1,P,WA,25,FRM,5.25,350,349,2049-02-01,0,f
20424,161498000000,DITECH FINANCIAL LLC,5,323000,2018-12-01,2019-02-01,2,26,810,Y,P,SF,1,P,PA,30,FRM,4.63,353,0,2049-01-01,X,t
20427,161498000000,FREEDOM MORTGAGE CORP.,5,327000,2019-01-01,2019-03-01,2,37,745,N,P,SF,1,P,IN,30,FRM,5.38,350,348,2049-02-01,0,f
20430,161509000000,OTHER,5,199000,2019-01-01,2019-03-01,3,35,780,Y,P,PU,1,P,SC,30,FRM,4.63,350,350,2049-02-01,0,f
20431,161514000000,PENNYMAC CORP.,5,437000,2018-12-01,2019-02-01,2,50,768,N,P,SF,1,P,TX,30,FRM,5,349,349,2049-01-01,0,f
20433,161523000000,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5,113000,2018-10-01,2018-12-01,1,50,785,N,P,CO,1,S,CA,25,FRM,5.25,347,341,2048-11-01,0,f
20435,161524000000,U.S. BANK N.A.,6,137000,2018-12-01,2019-02-01,1,20,749,Y,P,SF,1,P,IL,16,FRM,5.88,349,349,2049-01-01,0,f
20436,161526000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,246000,2019-03-01,2019-05-01,1,42,697,N,P,SF,1,P,CO,25,FRM,4.63,352,352,2049-04-01,0,f
20437,161527000000,OTHER,5,230000,2019-02-01,2019-04-01,2,39,754,N,P,CO,1,P,MI,30,FRM,4.88,351,350,2049-03-01,0,f
20439,161530000000,OTHER,5,394000,2018-12-01,2019-02-01,1,48,760,N,P,PU,1,P,TX,25,FRM,4.5,349,346,2049-01-01,0,f
20443,161536000000,OTHER,5,160000,2018-12-01,2019-02-01,2,38,778,N,P,PU,1,P,OH,12,FRM,4.88,349,349,2049-01-01,0,f
20445,161542000000,PENNYMAC CORP.,5,305000,2018-12-01,2019-02-01,2,22,761,Y,P,SF,1,P,CO,30,FRM,5.38,355,0,2049-01-01,X,t
20446,161545000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,207000,2018-12-01,2019-02-01,1,33,705,N,P,SF,1,P,TX,25,FRM,4.88,349,349,2049-01-01,0,f
20447,161546000000,"WELLS FARGO BANK, N.A.",5,451000,2018-12-01,2019-02-01,2,43,803,N,P,SF,1,P,MD,25,FRM,4.88,349,349,2049-01-01,0,f
20449,161548000000,OTHER,5,338000,2019-01-01,2019-03-01,2,34,770,Y,P,SF,1,P,GA,25,FRM,4.88,352,0,2049-02-01,X,t
20453,161567000000,OTHER,5,111000,2019-01-01,2019-03-01,1,42,737,Y,P,CP,1,P,NY,25,FRM,5.25,350,347,2049-02-01,0,f
20455,161574000000,PENNYMAC CORP.,5,387000,2019-01-01,2019-03-01,1,46,743,N,P,PU,1,P,CA,25,FRM,4.88,353,0,2049-02-01,X,t
20456,161577000000,OTHER,6,156000,2018-12-01,2019-02-01,1,23,812,Y,P,CO,1,P,MD,12,FRM,5.5,349,349,2049-01-01,0,f
20457,161583000000,PENNYMAC CORP.,6,206000,2019-02-01,2019-04-01,1,26,736,N,R,SF,1,P,IL,30,FRM,5.5,351,348,2049-03-01,0,f
20458,161586000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",4,119000,2019-03-01,2019-05-01,1,29,751,Y,P,SF,1,P,KY,35,FRM,4.25,352,352,2049-04-01,0,f
20461,161588000000,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5,523000,2018-11-01,2019-01-01,2,48,713,N,P,SF,1,P,WA,30,FRM,5.38,348,348,2048-12-01,0,f
20462,161588000000,"EAGLE HOME MORTGAGE, LLC",4,248000,2019-02-01,2019-04-01,2,37,775,N,P,PU,1,P,FL,25,FRM,4.25,351,333,2049-03-01,0,f
20466,161605000000,OTHER,6,194000,2018-12-01,2019-02-01,1,48,723,Y,P,SF,1,P,WA,18,FRM,5.88,349,349,2049-01-01,0,f
20468,161612000000,PENNYMAC CORP.,5,225000,2019-02-01,2019-04-01,2,15,769,Y,P,PU,1,P,NC,25,FRM,4.5,351,0,2049-03-01,X,t
20469,161615000000,OTHER,5,257000,2018-12-01,2019-02-01,2,32,783,Y,P,SF,1,P,NY,30,FRM,5,349,342,2049-01-01,0,f
20472,161623000000,OTHER,5,236000,2019-03-01,2019-05-01,1,42,709,Y,P,SF,1,P,MN,25,FRM,4.63,352,352,2049-04-01,0,f
20475,161624000000,OTHER,5,238000,2019-01-01,2019-03-01,2,36,787,N,P,PU,1,P,NY,25,FRM,4.75,350,349,2049-02-01,0,f
20482,161679000000,"WELLS FARGO BANK, N.A.",5,393000,2018-11-01,2019-01-01,1,22,788,N,P,PU,1,P,AZ,25,FRM,5,348,348,2048-12-01,0,f
20486,161688000000,"WELLS FARGO BANK, N.A.",5,380000,2018-12-01,2019-02-01,2,40,757,Y,P,SF,1,P,CA,30,FRM,4.63,349,349,2049-01-01,0,f
20487,161694000000,PENNYMAC CORP.,5,178000,2018-12-01,2019-02-01,2,44,791,Y,P,SF,1,P,OH,30,FRM,4.88,349,348,2049-01-01,0,f
20489,161701000000,"WELLS FARGO BANK, N.A.",5,404000,2019-02-01,2019-04-01,1,46,747,Y,P,PU,1,P,WA,25,FRM,4.63,351,351,2049-03-01,0,f
20490,161704000000,OTHER,5,323000,2018-11-01,2019-01-01,1,49,754,Y,P,SF,1,P,NE,30,FRM,4.5,348,346,2048-12-01,0,f
20492,161705000000,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,6,218000,2018-12-01,2019-02-01,2,40,692,Y,P,SF,1,P,IL,25,FRM,5.99,354,0,2049-01-01,X,t
20498,161729000000,"WELLS FARGO BANK, N.A.",5,152000,2019-02-01,2019-04-01,2,36,801,N,P,SF,1,P,LA,30,FRM,4.63,351,351,2049-03-01,0,f
20505,161742000000,FREEDOM MORTGAGE CORP.,5,348000,2018-12-01,2019-02-01,1,40,710,Y,P,PU,1,P,FL,30,FRM,5.13,349,345,2049-01-01,0,f
20506,161747000000,"WELLS FARGO BANK, N.A.",5,193000,2018-11-01,2019-01-01,1,42,770,Y,P,PU,1,P,TX,25,FRM,4.88,348,348,2048-12-01,0,f
20509,161752000000,QUICKEN LOANS INC.,5,250000,2019-01-01,2019-03-01,1,47,727,N,P,PU,1,P,MN,30,FRM,4.75,350,350,2049-02-01,0,f
20511,161754000000,OTHER,5,205000,2019-01-01,2019-03-01,1,38,753,N,R,SF,1,P,WI,30,FRM,4.5,350,0,2049-02-01,X,t
20512,161755000000,"AMERIHOME MORTGAGE COMPANY, LLC",5,432000,2019-02-01,2019-04-01,3,28,803,N,P,SF,1,P,ID,30,FRM,5.38,353,0,2049-03-01,X,t
20518,161769000000,OTHER,5,120000,2019-01-01,2019-03-01,1,50,770,Y,P,SF,1,P,MI,30,FRM,4.88,356,0,2049-02-01,X,t
20520,161771000000,OTHER,7,123000,2018-11-01,2019-01-01,2,45,765,N,P,SF,1,I,MO,12,FRM,6.5,350,0,2048-12-01,X,t
20522,161778000000,OTHER,5,142000,2018-12-01,2019-02-01,2,40,688,Y,P,PU,1,P,CO,16,FRM,5.38,349,345,2049-01-01,0,f
20523,161786000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,237000,2018-12-01,2019-02-01,1,39,733,Y,P,PU,1,P,TX,30,FRM,5.13,349,349,2049-01-01,0,f
20524,161789000000,"WELLS FARGO BANK, N.A.",5,378000,2018-11-01,2019-01-01,1,39,746,Y,P,SF,1,P,AZ,15,FRM,4.63,354,0,2048-12-01,X,t
20526,161791000000,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,6,438000,2019-01-01,2019-03-01,1,34,709,N,P,CO,1,P,MA,12,FRM,5.75,350,350,2049-02-01,0,f
20530,161806000000,OTHER,5,209000,2018-12-01,2019-02-01,1,46,726,N,R,SF,1,P,TX,30,FRM,5.13,349,320,2049-01-01,0,f
20532,161806000000,OTHER,4,212000,2018-11-01,2019-01-01,1,34,698,Y,P,SF,1,P,CT,16,FRM,4.25,348,347,2048-12-01,0,f
20535,161813000000,"MOVEMENT MORTGAGE, LLC",5,204000,2018-12-01,2019-02-01,1,41,728,Y,P,SF,1,P,NC,25,FRM,5,349,349,2049-01-01,0,f
20540,161816000000,"AMERIHOME MORTGAGE COMPANY, LLC",5,214000,2018-12-01,2019-02-01,1,28,761,N,P,SF,1,P,IL,30,FRM,5.13,349,349,2049-01-01,0,f
20543,161826000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",4,364000,2019-02-01,2019-04-01,1,48,771,Y,P,SF,1,P,UT,25,FRM,4.13,351,351,2049-03-01,0,f
20544,161827000000,U.S. BANK N.A.,5,172000,2018-08-01,2018-10-01,2,47,777,N,P,SF,1,P,GA,30,FRM,4.63,345,345,2048-09-01,0,f
20557,161864000000,OTHER,5,117000,2019-02-01,2019-04-01,1,49,671,Y,P,CO,1,P,TX,25,FRM,5.13,351,351,2049-03-01,0,f
20558,161865000000,"WELLS FARGO BANK, N.A.",6,120000,2018-12-01,2019-02-01,2,38,712,N,P,SF,1,P,IA,25,FRM,5.5,349,341,2049-01-01,0,f
20562,161873000000,U.S. BANK N.A.,6,218000,2018-11-01,2019-01-01,2,42,746,Y,P,SF,1,P,IL,18,FRM,5.88,348,338,2048-12-01,0,f
20568,161904000000,OTHER,5,188000,2019-03-01,2019-05-01,2,44,793,N,P,SF,1,P,OH,30,FRM,4.75,352,352,2049-04-01,0,f
20569,161904000000,"WELLS FARGO BANK, N.A.",6,125000,2018-11-01,2019-01-01,1,34,637,Y,P,SF,1,P,IL,30,FRM,5.63,348,348,2048-12-01,0,f
20579,161932000000,OTHER,5,228000,2018-12-01,2019-02-01,1,37,785,Y,P,SF,1,P,OH,25,FRM,5.38,352,0,2049-01-01,X,t
20580,161934000000,"WELLS FARGO BANK, N.A.",5,259000,2018-12-01,2019-02-01,2,41,806,N,P,PU,1,P,LA,25,FRM,5.25,349,345,2049-01-01,0,f
20583,161962000000,OTHER,5,137000,2019-02-01,2019-04-01,2,42,766,N,P,MH,1,P,CA,25,FRM,4.75,351,351,2049-03-01,0,f
